lines_of_code,cyclomatic_complexity,num_functions,num_classes,comment_density,code_churn,num_developers,commit_frequency,avg_function_length,bug_fix_commits,past_defects,defect
3784,31,28,92,0.06,993,14,49,63,64,6,1
1342,5,191,94,0.46,476,5,270,183,198,29,1
4559,23,182,49,0.07,617,8,62,104,101,35,1
4370,34,134,24,0.39,404,2,31,32,166,8,1
1227,15,190,16,0.45,789,10,58,28,177,45,1
4766,3,95,60,0.53,526,12,263,119,5,44,1
2670,19,36,69,0.02,293,12,117,178,40,49,1
2586,43,74,47,0.53,454,10,118,191,172,10,1
2018,39,118,90,0.29,834,13,3,13,197,22,1
1245,39,147,76,0.51,576,5,296,119,49,37,1
2881,27,134,20,0.27,935,2,71,138,175,34,1
557,22,162,59,0.13,65,13,58,150,13,4,1
454,49,8,73,0.29,906,3,151,63,65,2,1
1344,15,134,43,0.42,431,8,70,193,97,40,1
3675,40,169,39,0.56,802,1,27,42,139,39,1
2869,42,111,97,0.34,690,9,161,35,5,42,1
4809,15,115,45,0.34,747,7,16,51,175,19,1
3687,32,15,14,0.14,939,5,92,178,137,26,1
1923,31,150,22,0.46,415,14,170,9,146,30,1
1456,39,132,31,0.14,358,2,275,99,46,21,1
3633,17,86,85,0.31,485,12,253,42,137,21,1
1627,13,56,41,0.12,312,14,239,184,120,0,1
4426,38,18,51,0.31,695,6,291,68,58,49,1
3477,37,107,93,0.38,209,7,214,49,101,32,1
686,16,125,61,0.48,953,9,274,186,47,1,1
857,28,24,49,0.47,784,13,31,25,103,13,1
2445,34,195,90,0.34,284,10,89,9,48,17,1
4574,32,18,94,0.41,426,5,188,192,69,49,1
1465,24,89,67,0.56,333,6,283,164,36,22,1
2499,37,84,39,0.4,693,12,3,91,14,32,1
4810,5,39,97,0.18,428,7,114,122,66,10,0
4895,44,89,24,0.53,352,8,186,82,183,47,1
3546,23,189,19,0.36,987,4,91,76,12,12,1
3638,21,77,23,0.02,545,10,204,49,155,8,1
4079,1,78,22,0.6,910,9,160,100,33,12,1
4782,13,94,44,0.12,624,13,25,119,61,41,1
564,44,44,5,0.15,899,1,207,163,180,20,1
3344,8,28,76,0.47,659,6,188,36,4,3,0
2958,1,30,68,0.44,880,13,95,56,46,44,1
2548,15,51,64,0.24,778,3,271,103,25,16,1
1416,10,33,96,0.43,163,4,206,180,35,27,1
390,1,110,71,0.42,215,13,48,171,108,45,1
4022,14,64,41,0.53,210,4,247,61,121,18,1
1610,45,180,58,0.58,120,5,31,87,189,28,1
2518,42,28,8,0.07,150,14,223,185,28,19,1
2478,37,119,16,0.15,812,1,106,148,29,38,1
3738,41,73,94,0.14,653,4,54,137,87,36,1
2745,46,142,94,0.49,806,11,216,181,81,26,1
2077,21,197,69,0.44,255,10,98,165,72,46,1
3802,1,54,43,0.08,14,7,38,181,50,22,1
365,47,177,73,0.14,878,12,106,77,17,36,1
4039,27,7,5,0.32,865,9,97,156,115,44,1
1151,31,112,78,0.29,150,5,82,65,30,9,1
580,7,172,0,0.6,626,4,224,195,30,32,1
2452,18,60,23,0.38,305,12,13,177,199,48,1
1909,36,1,7,0.09,855,7,206,87,56,14,1
4807,24,51,82,0.52,237,13,243,194,172,40,1
1269,38,38,29,0.11,56,5,87,57,176,49,1
4272,35,66,97,0.19,516,1,274,61,38,36,1
4494,4,113,43,0.24,698,1,205,97,78,49,1
1816,2,196,92,0.55,865,2,220,36,106,28,1
1117,35,74,1,0.05,367,2,47,193,49,37,1
777,18,99,83,0.26,745,3,255,188,29,22,1
293,2,187,7,0.11,511,11,9,28,96,44,1
1835,27,108,78,0.41,869,5,61,109,166,6,1
761,40,190,85,0.25,718,8,219,121,54,4,1
2943,7,167,1,0.09,966,9,47,143,56,33,1
3200,41,63,22,0.53,489,12,277,73,7,1,1
4231,31,160,16,0.2,773,4,142,107,151,34,1
1558,41,117,76,0.49,469,8,288,106,154,9,1
320,34,149,9,0.05,959,8,46,16,28,45,1
1847,7,85,92,0.39,171,8,299,24,104,13,1
2610,45,151,16,0.17,374,7,174,26,88,0,1
3610,29,122,74,0.43,226,7,231,100,51,32,1
4053,8,15,95,0.41,903,11,134,152,131,10,1
2227,33,129,68,0.58,248,11,265,195,124,31,1
887,3,157,59,0.15,787,8,270,78,174,49,1
2867,40,94,40,0.19,470,7,79,83,120,23,1
3764,32,147,5,0.17,395,10,99,83,92,11,1
3128,19,33,72,0.08,862,1,183,171,155,40,1
2949,4,123,23,0.54,101,13,286,158,15,22,1
1826,10,88,5,0.37,687,2,187,57,189,5,0
1700,18,70,64,0.32,795,13,201,131,196,36,1
2998,19,10,27,0.58,652,8,178,191,7,2,0
2570,12,174,32,0.33,686,14,230,111,58,28,1
2435,11,175,40,0.45,322,10,42,197,187,33,1
4464,32,183,82,0.57,279,12,120,109,45,4,1
2818,6,18,96,0.35,218,1,187,104,182,16,1
4288,38,199,34,0.07,847,14,224,8,119,9,1
2754,28,10,5,0.51,856,2,215,93,196,44,1
1222,26,92,98,0.06,278,12,87,77,30,18,1
2568,8,187,59,0.57,418,4,46,73,111,4,1
412,10,34,60,0.27,859,14,199,115,17,42,1
699,22,42,19,0.41,402,8,174,87,37,4,1
2306,34,98,7,0.51,982,3,220,157,63,36,1
3186,45,91,52,0.1,929,10,210,140,183,11,1
4694,22,42,50,0.2,308,6,58,76,96,49,1
1185,22,113,62,0.4,895,5,82,99,154,36,1
4408,6,195,42,0.49,138,13,89,147,63,27,1
3197,31,135,19,0.26,234,8,73,182,143,11,1
4911,36,15,76,0.5,99,9,106,121,121,20,1
925,11,163,6,0.6,926,4,264,69,39,48,1
3792,18,53,15,0.45,984,12,282,196,48,3,1
3901,34,1,96,0.26,884,6,162,76,52,20,1
1202,3,142,57,0.28,634,12,7,97,47,33,1
1972,49,105,89,0.44,331,7,198,179,78,23,1
678,41,150,55,0.57,831,3,5,103,97,11,1
3069,38,190,20,0.23,312,14,280,147,49,22,1
1774,36,100,10,0.18,363,12,229,191,145,6,1
4798,17,36,43,0.04,88,7,217,196,125,38,1
1178,30,99,5,0.17,4,4,250,7,39,42,1
4611,30,144,22,0.14,115,1,6,117,79,15,1
813,43,191,24,0.33,75,13,288,130,56,25,1
1069,31,6,63,0.42,977,6,264,158,155,37,1
4023,32,150,46,0.37,535,9,173,95,175,2,1
3977,48,135,53,0.04,68,3,268,73,111,28,1
2891,19,145,79,0.42,867,5,115,116,140,46,1
2997,9,80,89,0.47,983,10,209,184,181,47,1
724,49,178,52,0.29,690,10,198,188,161,11,1
1058,16,187,89,0.43,471,12,3,173,88,24,1
1276,38,170,4,0.45,814,4,237,34,39,45,1
1685,19,168,73,0.18,833,8,44,54,175,38,1
4426,30,142,11,0.01,737,14,217,138,191,15,1
373,36,53,19,0.16,222,14,96,193,79,16,1
2888,11,136,68,0.04,985,10,46,39,155,45,1
3860,15,91,49,0.16,716,1,299,159,168,30,1
1735,24,116,23,0.19,412,7,6,185,167,45,1
3762,41,78,9,0.17,243,14,16,57,187,34,1
591,21,59,60,0.58,369,12,229,169,1,24,1
2994,43,194,72,0.06,219,9,225,196,171,34,1
1377,10,104,12,0.35,157,11,57,126,25,4,0
688,42,72,87,0.35,617,2,289,44,41,11,1
4581,25,199,60,0.18,789,11,49,167,3,40,1
2310,32,191,18,0.48,369,9,206,177,49,49,1
1479,33,79,54,0.11,203,9,260,153,197,18,1
2915,49,93,21,0.11,503,5,246,91,168,13,1
1011,24,187,65,0.31,699,6,128,168,92,37,1
3012,21,139,0,0.37,732,2,186,135,199,41,1
2518,26,73,66,0.08,365,11,210,31,175,35,1
3278,17,162,59,0.28,94,8,295,156,116,33,1
178,19,161,51,0.23,455,9,119,172,113,18,1
4449,3,106,60,0.49,346,6,108,34,178,38,1
4016,13,157,96,0.14,962,8,166,112,127,7,1
966,2,78,24,0.13,368,13,194,75,149,41,1
1300,41,122,22,0.59,0,5,223,114,114,35,1
2248,45,52,5,0.36,705,1,97,117,149,19,1
4738,32,189,82,0.3,925,2,180,125,7,49,1
4123,33,115,44,0.13,801,6,280,116,54,30,1
3837,32,39,48,0.5,485,10,49,30,33,4,1
989,42,109,73,0.06,365,1,34,110,23,17,1
2328,25,63,36,0.07,417,10,140,167,177,39,1
1051,3,91,17,0.18,212,13,141,134,107,26,1
3822,42,35,49,0.29,690,8,68,15,196,42,1
2262,7,18,96,0.57,664,14,138,150,161,5,1
1660,49,71,98,0.57,218,9,281,28,169,27,1
1677,25,19,54,0.08,633,7,206,145,49,20,1
3187,23,170,3,0.25,457,14,84,79,15,49,1
4041,28,192,99,0.19,741,6,244,106,42,31,1
1153,12,92,31,0.08,331,10,280,26,188,40,1
2237,8,7,14,0.37,592,4,10,147,181,36,1
4275,35,130,47,0.39,924,7,73,114,99,47,1
3082,25,174,55,0.21,92,11,10,92,76,17,1
2863,30,32,84,0.27,248,12,103,144,145,13,1
2543,32,150,84,0.47,26,6,30,9,48,16,1
3953,36,67,45,0.03,23,4,264,91,175,27,1
78,32,73,25,0.56,540,6,172,18,80,38,1
4109,25,52,10,0.53,532,3,8,27,93,25,1
1310,26,15,91,0.13,186,8,284,15,76,5,1
3720,8,198,87,0.26,764,1,156,184,184,29,1
4944,5,176,14,0.1,931,11,255,194,1,40,1
3560,43,168,93,0.14,292,9,47,191,92,13,1
2386,2,60,98,0.43,155,2,155,101,81,31,1
3373,19,4,93,0.46,40,12,131,101,20,17,1
149,3,149,65,0.44,224,12,6,75,77,7,1
3706,12,67,90,0.04,581,9,273,90,108,38,1
4567,39,188,8,0.08,373,14,288,47,38,12,1
743,32,195,76,0.39,841,3,44,150,143,47,1
4851,6,39,30,0.32,225,3,157,23,181,33,1
67,8,67,36,0.24,216,12,138,141,146,40,1
3759,5,26,38,0.4,462,7,115,97,22,1,0
2820,13,116,48,0.54,632,11,181,90,84,8,1
1080,31,69,86,0.14,506,14,229,11,51,41,1
4525,13,58,70,0.46,727,4,269,189,85,30,1
4259,1,14,62,0.14,982,7,72,178,185,25,1
1669,46,10,70,0.22,899,13,139,47,80,33,1
900,4,137,50,0.42,617,3,150,191,175,21,1
1946,20,131,11,0.55,699,10,84,85,186,12,1
1025,29,195,57,0.53,336,3,259,117,122,25,1
2566,32,102,80,0.11,426,9,271,182,89,30,1
4238,33,176,67,0.2,441,10,53,39,155,9,1
1565,14,38,76,0.15,259,1,240,151,133,8,0
1175,19,39,79,0.09,335,14,162,7,23,23,1
542,3,169,72,0.04,967,11,187,93,152,47,1
3086,11,43,39,0.44,572,2,293,72,33,44,1
2576,9,109,50,0.16,27,9,161,69,68,37,1
216,28,67,17,0.3,591,13,124,199,115,5,1
4285,2,6,88,0.1,80,8,108,79,2,14,1
4239,13,46,13,0.53,954,4,184,69,143,31,1
625,35,78,38,0.01,110,14,188,194,150,18,1
655,31,16,28,0.21,376,13,125,100,55,35,1
3393,43,153,53,0.51,771,1,174,86,193,49,1
1868,14,44,30,0.22,514,6,13,154,92,27,1
1205,15,122,65,0.49,846,3,31,59,165,10,0
4729,5,128,11,0.05,6,11,138,199,149,20,1
865,39,27,68,0.12,389,1,23,83,168,44,1
2690,34,54,43,0.32,204,5,202,35,175,7,1
1585,38,56,28,0.49,129,3,60,156,27,33,1
2783,43,101,6,0.09,655,11,133,86,183,45,1
1012,2,171,50,0.47,995,8,249,24,147,45,1
3084,45,187,73,0.56,54,6,170,199,90,13,1
2097,33,117,14,0.01,39,7,104,106,10,17,1
4591,27,80,63,0.14,428,8,1,46,116,16,1
3910,3,94,32,0.07,474,11,265,12,172,49,1
1564,2,72,91,0.07,349,12,109,28,52,11,1
3401,28,94,27,0.46,64,9,208,23,20,19,1
1117,30,184,67,0.11,401,13,196,73,64,17,1
931,41,8,74,0.24,18,4,69,148,11,45,1
3689,23,179,54,0.44,599,4,234,20,70,22,1
1599,33,101,90,0.02,47,13,31,123,185,4,1
2787,14,29,6,0.59,666,4,99,12,36,15,1
4607,14,142,54,0.12,332,5,183,157,3,25,1
150,13,100,53,0.43,892,14,85,114,174,6,1
3582,4,140,87,0.57,719,14,11,70,166,9,1
2866,19,13,61,0.39,814,3,172,38,125,32,1
457,24,140,45,0.39,702,1,170,39,104,10,1
2565,36,10,23,0.14,848,2,167,180,12,27,1
1789,6,172,55,0.39,273,14,142,51,197,46,1
4102,12,187,76,0.13,895,11,126,96,80,5,1
308,9,136,70,0.1,592,5,234,105,116,27,1
558,13,152,11,0.42,835,5,273,138,101,21,1
3871,24,165,82,0.41,586,2,255,37,45,41,1
4454,46,171,95,0.12,339,14,109,118,144,18,1
3733,15,112,86,0.32,706,13,120,68,161,34,1
4770,46,89,82,0.21,820,13,125,172,92,30,1
3776,30,8,31,0.38,951,6,199,88,133,48,1
728,32,192,18,0.52,321,9,217,199,179,2,1
1333,32,67,97,0.19,23,1,75,182,97,14,1
4887,34,168,43,0.33,89,13,283,153,37,7,1
956,35,74,86,0.51,343,10,110,76,68,19,1
317,18,46,27,0.59,87,13,145,157,51,27,1
3153,19,92,84,0.16,883,7,29,74,127,49,1
4956,15,146,23,0.08,213,4,269,29,148,29,1
1250,22,72,19,0.24,511,2,30,56,38,36,1
1166,25,136,95,0.14,348,12,117,62,110,49,1
948,24,187,13,0.11,457,9,92,195,118,0,1
2840,6,36,96,0.33,86,13,265,99,95,34,1
2694,36,96,2,0.09,733,1,11,52,33,5,1
1108,10,21,47,0.18,786,6,278,7,181,30,1
737,12,3,97,0.16,592,11,108,153,173,4,1
837,5,88,14,0.36,246,8,276,5,9,13,1
4544,20,16,99,0.17,481,13,273,110,113,14,1
2694,37,55,25,0.56,701,3,132,44,120,21,1
2214,48,150,72,0.58,753,13,11,47,100,36,1
4507,18,22,77,0.5,655,12,281,76,92,2,1
253,47,113,8,0.08,146,7,77,83,144,11,1
3267,40,77,32,0.04,455,2,18,80,171,14,1
2541,33,140,91,0.37,259,4,79,33,192,8,1
4872,41,188,58,0.39,578,8,226,13,21,42,1
2088,12,9,2,0.25,668,1,125,38,157,27,1
3418,33,84,22,0.07,675,11,291,123,8,17,1
3608,5,196,5,0.16,485,10,10,183,114,33,1
4107,9,24,77,0.29,22,7,71,70,51,41,1
4912,33,128,71,0.33,571,5,207,185,33,21,1
1276,30,48,86,0.05,488,3,169,199,132,23,1
4540,46,173,46,0.25,809,7,218,184,88,20,1
4393,17,6,42,0.06,475,7,57,110,160,40,1
3561,35,120,94,0.02,308,9,91,119,170,43,1
963,16,192,48,0.21,603,2,134,99,63,0,1
1469,40,87,16,0.48,94,10,66,36,67,38,1
2753,19,104,73,0.52,596,14,234,88,129,29,1
405,47,143,11,0.4,256,8,138,160,85,42,1
3522,2,30,21,0.11,792,10,219,25,78,45,1
290,6,27,10,0.39,907,2,176,161,80,6,1
1960,42,155,21,0.39,42,5,262,70,100,42,1
2326,45,117,88,0.52,507,2,212,112,185,35,1
670,47,186,3,0.59,952,6,298,83,130,47,1
904,11,10,97,0.36,144,10,200,153,100,36,1
3793,9,72,81,0.35,289,9,66,130,169,10,0
2364,27,129,14,0.26,159,8,79,94,132,16,1
3250,14,74,42,0.0,663,3,132,195,133,27,1
3674,35,4,40,0.24,731,13,103,144,9,25,1
1110,20,187,97,0.38,523,14,107,58,27,21,1
431,32,41,21,0.39,699,13,120,94,29,40,1
1182,48,90,67,0.04,448,5,37,128,179,39,1
2526,8,171,42,0.07,350,2,158,70,104,24,1
3185,11,142,49,0.35,413,3,111,109,47,35,1
2888,2,157,72,0.01,520,6,72,169,16,12,1
2129,5,37,47,0.36,589,8,188,24,7,12,1
994,30,114,53,0.52,992,12,148,51,173,17,1
4012,44,116,6,0.18,563,11,57,9,73,20,1
4251,41,150,59,0.19,518,12,139,126,133,29,1
2579,11,88,22,0.49,69,8,86,103,55,30,1
4351,16,121,40,0.55,607,11,91,43,124,38,1
3368,25,36,60,0.21,232,12,120,177,145,48,1
884,42,186,10,0.17,259,3,108,175,98,23,1
3800,25,143,65,0.29,710,8,277,143,75,16,1
4234,11,189,41,0.04,281,3,282,190,124,40,1
3437,1,135,14,0.23,948,5,220,62,157,25,1
4288,33,91,97,0.46,108,14,182,71,170,10,1
256,1,108,99,0.28,627,2,296,27,55,39,1
3584,47,170,76,0.56,288,1,105,135,29,35,1
2102,9,25,18,0.5,143,7,117,5,157,8,1
4356,27,121,78,0.12,71,2,59,70,104,3,1
78,38,64,45,0.48,360,12,58,82,41,4,1
1263,19,44,96,0.07,241,11,175,137,196,18,1
237,40,6,16,0.29,256,8,101,171,57,13,1
1910,17,4,65,0.22,817,6,122,81,113,26,1
2622,12,66,5,0.5,513,9,263,193,79,7,1
4064,2,127,73,0.4,287,5,299,81,30,26,1
4302,8,14,21,0.39,400,6,126,146,23,37,1
2177,33,132,18,0.38,567,9,230,162,143,25,1
1941,13,35,40,0.47,275,1,126,90,114,10,1
2757,43,77,30,0.03,585,2,174,198,172,49,1
1791,21,123,3,0.47,205,6,238,113,139,31,1
2723,19,114,61,0.56,747,13,51,185,161,26,1
1863,34,162,13,0.49,914,12,185,72,49,42,1
4377,30,154,52,0.47,504,14,267,181,73,48,1
209,20,56,95,0.46,712,11,3,113,124,16,1
393,18,90,88,0.09,404,9,124,194,118,30,1
254,21,196,37,0.38,936,14,116,135,126,8,0
3092,36,124,59,0.35,856,13,164,27,54,21,1
2935,7,78,4,0.23,82,11,223,43,57,41,1
354,5,111,8,0.08,75,2,176,127,125,13,1
2767,9,131,3,0.32,332,8,219,158,19,43,1
3991,45,122,76,0.59,384,11,284,134,147,41,1
449,18,136,53,0.37,591,4,72,177,23,10,0
3570,47,172,56,0.17,242,1,174,174,197,26,1
1035,1,90,7,0.17,13,2,245,188,185,3,1
1855,36,133,89,0.08,652,11,172,16,77,44,1
2146,45,186,13,0.49,334,7,169,107,107,26,1
4351,14,12,27,0.02,370,14,68,81,13,37,1
1509,8,195,91,0.24,275,12,292,189,17,41,1
1395,37,94,80,0.25,730,7,23,86,108,34,1
280,20,20,46,0.14,128,5,141,161,185,17,1
3832,31,131,86,0.37,171,9,6,122,110,6,1
3550,7,33,95,0.17,223,4,7,105,60,25,1
932,41,146,52,0.6,574,10,68,40,73,41,1
2823,38,75,77,0.56,750,2,59,197,140,40,1
2381,44,154,73,0.21,314,14,184,177,177,49,1
482,43,7,98,0.17,918,12,145,159,96,14,1
1258,15,90,66,0.35,890,13,141,196,19,42,1
2730,49,3,65,0.12,62,9,297,58,144,26,1
2313,35,129,81,0.42,825,1,284,31,137,15,1
3052,17,17,4,0.41,436,12,188,26,122,33,1
2462,27,140,94,0.43,871,9,75,195,46,47,1
1867,21,113,8,0.04,823,10,170,9,9,9,1
667,40,102,68,0.0,891,4,222,189,31,41,1
4542,44,81,15,0.48,713,8,269,81,56,2,1
2555,45,127,23,0.08,774,4,129,197,114,40,1
367,26,103,74,0.45,698,10,142,132,180,31,1
506,44,120,57,0.11,856,5,48,197,116,32,1
550,5,23,15,0.17,420,10,247,11,40,36,1
4468,33,2,31,0.55,210,13,124,81,163,28,1
2365,49,155,52,0.26,57,11,2,58,10,6,1
3924,5,105,33,0.34,298,4,257,73,192,6,1
4824,28,126,4,0.07,576,5,194,103,46,35,1
1053,21,55,54,0.18,460,11,295,196,155,11,1
4300,8,114,99,0.2,750,7,251,114,57,39,1
4246,2,15,46,0.08,413,11,55,152,0,35,1
1116,37,44,21,0.25,750,3,195,58,118,5,1
4766,14,197,76,0.25,857,8,162,46,145,1,0
1678,34,95,86,0.55,561,3,176,35,98,26,1
3284,44,105,80,0.54,876,6,6,22,90,22,1
2331,46,49,34,0.06,319,3,160,88,80,27,1
4548,37,63,49,0.12,789,10,69,86,10,0,1
2448,21,35,46,0.13,92,4,241,195,178,13,1
3288,27,19,86,0.57,732,8,49,87,147,7,1
4404,18,181,10,0.19,3,10,104,172,105,18,1
3719,48,2,91,0.29,178,13,123,124,22,35,1
4765,5,180,17,0.28,348,2,30,138,111,34,1
1515,34,148,18,0.06,552,1,283,36,124,4,1
2011,18,114,57,0.26,989,6,215,65,73,7,0
925,35,187,80,0.22,472,13,79,79,128,19,1
4119,26,131,21,0.32,118,2,172,15,162,11,1
3951,29,8,6,0.59,761,3,203,82,8,33,1
592,41,40,79,0.4,12,14,113,18,36,15,1
3566,28,30,26,0.55,164,10,269,126,51,29,1
3915,6,12,1,0.04,603,9,227,62,172,24,1
4598,26,177,19,0.07,360,11,229,33,64,25,1
4549,18,116,91,0.26,275,6,12,164,116,17,1
1068,30,103,76,0.08,133,8,99,23,80,47,1
1478,33,17,20,0.18,14,5,24,168,11,27,1
624,32,66,41,0.32,413,3,115,74,103,2,1
1508,26,124,30,0.44,271,8,90,58,49,7,1
1549,22,23,62,0.55,779,12,126,199,41,31,1
1541,34,167,3,0.26,293,1,93,8,128,40,1
3222,49,127,93,0.33,292,13,75,96,62,45,1
2520,12,27,8,0.44,204,6,176,199,41,23,1
3477,22,185,35,0.47,386,9,46,92,120,31,1
2565,21,19,88,0.29,870,14,103,122,177,37,1
3601,24,172,89,0.26,620,7,164,13,182,10,1
4256,25,122,12,0.0,203,9,163,143,190,16,1
2250,2,66,55,0.53,711,14,211,31,157,36,1
3014,1,32,4,0.02,511,4,170,74,110,4,0
3363,10,33,14,0.46,101,8,214,8,125,45,1
2977,34,171,61,0.26,65,2,67,159,140,14,1
731,5,23,2,0.51,881,3,40,19,136,44,1
4914,17,14,51,0.59,252,2,137,79,13,40,1
328,1,185,23,0.47,650,5,144,193,0,2,1
4508,14,98,19,0.08,334,14,215,140,17,15,1
1698,21,185,9,0.35,0,10,130,176,167,0,0
4746,6,186,63,0.37,307,5,6,73,57,48,1
1208,11,190,26,0.52,808,10,74,11,63,18,1
2391,39,40,48,0.45,891,12,9,14,112,44,1
1568,20,44,51,0.14,582,11,26,46,136,33,1
1888,20,47,17,0.34,843,8,50,106,41,23,1
920,21,84,48,0.5,569,5,277,107,15,4,1
3327,24,108,59,0.27,104,3,94,174,128,3,1
1391,41,46,53,0.41,386,11,254,71,7,44,1
2356,26,106,58,0.31,729,2,150,110,138,11,1
1221,3,116,69,0.55,175,2,208,75,67,7,1
4122,38,53,83,0.31,838,8,199,112,110,23,1
1178,41,29,99,0.14,377,9,139,114,156,3,1
3677,38,177,69,0.1,457,14,6,177,117,30,1
4049,28,53,2,0.5,997,3,70,147,27,32,1
3937,10,137,35,0.2,914,6,285,18,99,37,1
1334,24,73,15,0.13,186,7,68,13,81,12,1
620,40,25,18,0.14,780,10,74,19,188,10,1
2914,48,47,60,0.5,422,13,21,145,2,6,1
4034,7,115,82,0.03,516,14,116,83,19,0,0
3191,23,81,16,0.01,187,7,256,155,94,15,1
2027,23,178,81,0.26,967,1,194,167,148,4,1
496,24,71,88,0.04,644,3,38,129,194,42,1
4928,31,16,35,0.3,532,4,129,63,186,8,1
1330,47,37,87,0.13,838,5,217,156,159,45,1
686,22,122,47,0.27,154,6,7,58,69,41,1
3023,27,18,26,0.01,210,9,194,166,37,39,1
4676,38,167,48,0.27,605,14,177,28,165,47,1
168,5,184,93,0.17,528,4,261,170,3,36,1
4211,18,82,73,0.57,701,12,258,193,103,34,1
2342,8,136,94,0.42,169,1,232,52,45,15,1
2154,35,113,96,0.02,588,1,10,30,162,27,1
1117,48,57,56,0.34,878,1,269,183,15,2,1
473,49,89,25,0.47,332,13,182,114,10,35,1
3869,17,20,91,0.26,509,11,190,199,166,38,1
4540,12,57,96,0.59,648,14,91,168,67,1,1
1330,39,117,79,0.45,191,8,282,102,16,5,1
1869,22,129,96,0.12,851,9,125,141,45,42,1
3482,6,110,79,0.36,150,5,48,67,197,29,1
812,30,125,5,0.04,959,12,51,82,160,32,1
1679,2,141,50,0.04,576,4,244,31,191,1,0
492,5,75,64,0.46,975,5,19,18,79,14,1
3064,2,52,36,0.31,868,3,151,150,29,49,1
2631,35,102,95,0.24,219,11,5,106,95,7,1
1547,5,97,41,0.51,393,7,248,101,40,43,1
4302,31,30,34,0.03,936,9,83,143,114,21,1
138,17,81,96,0.0,336,7,264,111,21,36,1
2299,27,185,30,0.16,94,6,30,157,106,9,1
1029,31,133,31,0.13,502,13,176,163,10,35,1
511,10,103,31,0.28,731,7,104,26,22,24,1
3602,12,22,37,0.0,889,9,33,51,82,46,1
2806,18,51,82,0.55,522,10,223,129,119,40,1
3678,13,126,63,0.5,450,3,235,116,0,43,1
2551,8,74,76,0.1,151,4,59,130,94,15,1
429,35,102,49,0.37,558,10,182,163,133,37,1
4546,44,129,20,0.19,308,9,97,62,78,0,1
4696,4,46,35,0.49,30,4,219,192,20,5,1
3033,46,79,0,0.53,726,11,162,187,95,25,1
3110,7,42,19,0.36,616,4,264,128,53,6,0
3000,21,42,42,0.54,346,13,121,61,138,9,1
4590,45,93,21,0.18,212,6,18,9,24,40,1
3780,44,64,0,0.21,607,5,221,173,162,41,1
4474,15,149,24,0.04,80,10,268,44,48,11,1
1981,34,79,18,0.22,510,11,136,157,158,27,1
3471,22,197,59,0.5,13,11,286,86,30,11,1
2040,1,19,9,0.15,273,11,32,63,175,38,1
4915,6,142,47,0.45,474,7,157,28,29,0,1
3906,1,15,44,0.38,289,13,37,94,18,37,1
1532,19,179,6,0.08,912,9,299,127,65,35,1
2595,27,16,17,0.28,520,7,279,47,39,41,1
4270,10,53,58,0.09,17,13,115,174,138,26,1
4349,14,55,77,0.12,226,10,25,21,82,5,1
2865,34,23,73,0.16,838,2,149,152,25,33,1
692,41,164,49,0.49,349,2,29,184,173,13,1
4735,32,146,17,0.48,659,6,166,120,92,8,1
3968,3,45,93,0.51,113,5,180,184,89,24,1
1636,46,88,7,0.14,188,4,3,180,184,23,1
2459,16,199,36,0.42,931,7,102,71,7,9,1
3899,39,89,52,0.41,327,10,182,188,11,14,1
104,33,173,34,0.14,79,6,147,182,154,5,1
891,5,7,15,0.05,652,6,253,98,50,7,0
4637,35,197,48,0.18,790,8,3,128,27,16,1
1034,17,105,61,0.25,248,13,203,138,73,10,1
2670,23,84,2,0.52,329,12,250,133,34,22,1
2956,26,148,30,0.56,606,2,150,101,70,23,1
2044,46,121,22,0.21,365,11,86,84,101,45,1
1982,48,46,99,0.55,728,9,180,8,44,8,1
2322,7,33,47,0.57,349,6,89,146,14,12,1
152,41,118,21,0.44,224,8,216,177,63,32,1
1019,7,15,96,0.42,807,2,284,169,121,13,1
1121,15,34,37,0.27,668,9,146,104,7,43,1
786,30,79,28,0.53,953,13,113,135,172,38,1
1415,20,133,72,0.47,187,14,84,138,14,48,1
3680,3,9,68,0.54,684,3,65,172,39,2,1
277,22,91,19,0.31,482,9,290,79,24,10,0
3620,48,64,59,0.06,340,4,55,54,158,16,1
494,7,122,17,0.1,749,14,189,70,160,10,1
1669,31,188,91,0.19,867,7,30,15,146,18,1
4743,49,28,71,0.12,517,9,161,91,184,29,1
2254,3,9,32,0.52,972,4,277,161,177,33,1
2753,43,50,61,0.31,757,5,51,162,96,8,1
3100,46,164,21,0.05,1,6,25,192,97,27,1
3552,17,9,19,0.33,555,12,71,167,199,45,1
3676,22,31,96,0.23,232,5,281,169,50,24,1
1231,37,45,57,0.44,903,6,233,29,10,42,1
3306,3,183,35,0.03,704,2,76,171,106,43,1
847,48,15,8,0.41,535,9,133,154,172,12,1
884,30,169,20,0.08,113,13,296,153,194,25,1
3049,24,66,95,0.3,769,6,139,92,64,2,0
2082,33,63,27,0.51,649,8,41,127,107,48,1
4502,43,119,14,0.45,305,9,287,115,34,48,1
2814,10,110,90,0.19,626,2,211,57,192,3,0
2459,7,107,79,0.55,998,3,146,179,96,40,1
3734,16,121,43,0.33,738,9,82,92,141,46,1
3325,32,116,30,0.49,478,6,162,57,37,5,1
57,2,27,32,0.34,499,9,107,39,40,26,1
2569,8,192,27,0.52,998,2,290,173,2,33,1
2269,15,188,22,0.47,773,2,153,74,38,9,1
3924,48,56,55,0.51,779,9,280,157,82,10,1
